entropy,file_size,num_strings,label
3.68,320232,3390,0
6.66,9487152,192,1
2.87,148477,4245,0
4.33,357002,2120,0
2.75,2409050,3689,0
6.92,2437135,94,1
2.81,692540,344,0
2.94,4357962,1135,0
5.53,8353260,74,1
5.82,8296493,193,1
6.58,2275268,62,1
6.37,1238809,182,1
4.49,1676672,3611,0
3.56,2153572,2475,0
3.42,4380586,1071,0
7.93,8740609,173,1
5.82,404022,26,1
7.05,2970225,151,1
2.59,317219,2990,0
4.0,1059471,2247,0
3.4,2151905,1069,0
3.06,45834,4275,0
7.63,1183389,73,1
2.91,657719,1090,0
4.31,2799978,3875,0
3.61,4849188,2072,0
3.02,3049256,507,0
7.39,5864127,25,1
4.0,3949114,2415,0
3.02,4264893,2331,0
4.49,4014257,1848,0
3.57,974881,4203,0
5.52,6676272,125,1
5.78,5614927,102,1
2.86,785203,1466,0
6.82,5073084,103,1
7.83,7873929,135,1
5.91,4534758,183,1
7.16,550720,136,1
7.68,4902440,156,1
7.29,3703493,159,1
3.35,2830681,170,0
3.98,4985161,576,0
2.56,1765389,1883,0
6.42,8001987,152,1
4.06,1260865,2407,0
6.31,7967802,146,1
3.74,2412052,3447,0
3.72,1057102,4049,0
5.86,6552562,187,1
4.02,825619,4284,0
7.86,9891808,180,1
3.66,695144,1808,0
6.55,4373139,45,1
6.1,4959325,51,1
6.63,4475621,148,1
4.41,928581,1748,0
3.44,3706210,2409,0
3.12,3196354,1156,0
4.16,2879270,3960,0
2.73,3789028,4955,0
7.25,5218020,33,1
6.78,5645260,160,1
7.47,345853,89,1
2.75,833498,2949,0
4.17,4084555,2040,0
3.38,857611,1651,0
7.41,5790775,176,1
7.25,3861508,162,1
5.5,5526349,137,1
3.73,4456184,3283,0
6.42,8104906,67,1
5.53,432498,146,1
6.7,8504684,135,1
6.92,9324826,80,1
6.96,9368926,108,1
3.25,4530805,2224,0
7.5,4968712,193,1
7.33,6339455,111,1
6.81,5488432,173,1
2.6,3578311,3017,0
3.26,3045432,4343,0
2.52,1405346,3935,0
6.85,8919664,29,1
6.67,7137375,175,1
5.75,8744053,150,1
7.87,7758294,128,1
3.82,3863532,2689,0
6.47,4918619,165,1
6.61,8695233,192,1
7.71,7926735,97,1
6.47,4968093,64,1
6.49,7095079,171,1
4.35,3786294,653,0
7.8,2372110,57,1
3.74,936803,2869,0
3.36,2043674,3562,0
3.44,526397,2344,0
5.91,9918842,21,1
3.75,4685673,4972,0
2.66,3734527,1487,0
2.66,1481289,2014,0
7.36,5886994,116,1
7.94,3514373,147,1
2.61,3330278,2631,0
2.58,2678894,1399,0
7.71,7695821,55,1
6.97,6692554,112,1
2.71,419505,4740,0
6.42,932947,27,1
6.39,4845293,197,1
7.56,9706530,67,1
7.99,2098522,185,1
7.09,5446638,149,1
5.9,2869760,71,1
3.33,1101289,3826,0
5.86,3631819,89,1
3.86,3865387,4117,0
3.91,1858654,1292,0
2.59,925649,262,0
7.14,910339,184,1
3.41,3952055,4209,0
3.4,2804349,2762,0
3.95,4292676,3164,0
5.94,8722084,96,1
5.57,6097430,151,1
6.73,8770008,122,1
7.48,2292543,36,1
3.97,2362172,1031,0
7.65,2050091,32,1
6.0,625905,66,1
2.75,1836531,631,0
7.41,5983715,77,1
7.76,5749270,132,1
6.24,1064642,137,1
3.76,3436558,1155,0
3.03,1871038,4385,0
3.99,1740400,1782,0
3.42,4109265,4922,0
4.18,1336665,3686,0
4.09,1343352,3559,0
3.48,2035836,924,0
6.66,8813664,33,1
2.57,4572395,4759,0
7.75,2957087,170,1
4.32,1505376,1456,0
3.25,2452161,260,0
7.37,7066853,186,1
3.98,1751437,1378,0
6.66,6730982,51,1
6.45,3550036,54,1
7.09,8654192,46,1
4.03,1735433,905,0
3.92,4956190,3744,0
3.66,345564,2229,0
7.86,1687217,87,1
4.1,903382,343,0
3.67,3349006,3919,0
3.92,2457717,3827,0
3.3,3205708,3064,0
3.5,4338061,2421,0
6.64,468976,90,1
6.68,6961019,184,1
3.26,1661924,1347,0
6.92,3452324,64,1
2.97,3608377,822,0
2.67,1096084,3792,0
7.16,3538193,158,1
4.27,3230432,4447,0
2.92,2151943,2557,0
7.67,3941053,65,1
2.83,3545819,4723,0
5.89,9402385,77,1
3.71,1332849,4487,0
2.92,626890,1650,0
2.97,3978641,559,0
7.72,9591155,126,1
6.05,1457420,134,1
2.67,3325039,3386,0
4.38,1714080,3608,0
7.06,3854237,128,1
2.65,2766584,4656,0
5.53,9495248,106,1
6.58,3884995,140,1
6.33,4104924,189,1
7.05,1372389,74,1
7.02,882159,168,1
4.08,692751,209,0
2.68,1715777,4659,0
3.51,4626351,2256,0
4.37,3694942,1441,0
7.97,934318,80,1
6.7,6347808,138,1
7.01,1387613,184,1
6.9,5663828,102,1
3.98,3203269,4328,0
6.54,3663456,68,1
4.0,1722119,392,0
2.76,1144348,1354,0
7.42,5200315,105,1
6.22,8346439,46,1
6.46,788674,129,1
4.46,1578281,3644,0
6.77,4565426,84,1
3.71,3612053,3183,0
7.29,7195201,57,1
4.44,135324,593,0
5.62,6045532,41,1
3.77,2324807,1442,0
3.43,2557972,1462,0
6.39,6204397,132,1
6.88,9834434,28,1
4.29,2173675,1072,0
3.42,1742116,2830,0
6.94,5484343,195,1
4.2,1613430,726,0
3.62,1269802,2603,0
3.49,1418547,712,0
6.86,9477688,191,1
3.99,873696,831,0
2.88,2572705,1022,0
3.29,4722754,4020,0
6.55,8909562,56,1
2.91,4174898,2158,0
3.84,2727196,2213,0
7.84,907845,188,1
2.53,1055070,1531,0
7.13,9806410,108,1
3.74,577982,1436,0
3.39,2652148,1451,0
5.55,5491230,127,1
4.3,3490038,2801,0
3.65,1313728,3157,0
6.05,8531590,43,1
3.93,660447,3334,0
6.81,1798562,197,1
6.98,7137180,55,1
3.95,3464563,1198,0
2.92,3428564,998,0
6.41,2071324,69,1
6.49,2004471,57,1
7.79,1179415,164,1
5.86,1600843,183,1
7.38,9458978,45,1
7.59,4384634,86,1
6.79,9068895,29,1
5.93,7921724,63,1
7.16,6438494,153,1
5.83,7421898,160,1
7.02,7224835,119,1
7.33,3257535,44,1
3.04,1871064,3122,0
7.97,4049452,110,1
7.42,5212831,87,1
7.58,8003989,190,1
3.48,624456,1970,0
7.9,832117,54,1
3.72,4795912,3397,0
6.98,4521444,156,1
4.17,857952,4699,0
7.41,9866992,187,1
3.57,2600509,4850,0
4.0,3402042,2381,0
6.8,8307867,170,1
2.62,4015406,1814,0
7.65,2460095,150,1
6.07,3158409,46,1
3.81,788541,4159,0
4.46,1436330,4549,0
3.81,1755272,1481,0
4.18,1891704,105,0
5.92,8051935,102,1
7.93,9015805,41,1
5.56,7055294,57,1
6.83,144075,122,1
6.19,4114167,85,1
3.86,3795602,1971,0
2.84,257315,4727,0
5.53,1433178,64,1
6.92,3212130,177,1
3.3,2121170,1373,0
7.81,5893803,199,1
3.44,1173631,2383,0
7.68,1613661,88,1
3.48,4940859,1202,0
2.93,2819353,2689,0
7.38,2040135,66,1
7.2,7403904,193,1
4.5,1386878,3409,0
6.35,2709980,25,1
7.79,423495,121,1
5.96,5222657,27,1
6.45,4459284,142,1
3.78,3731619,942,0
4.08,3889340,3938,0
3.99,4428262,4208,0
2.57,4227614,2674,0
3.79,4940665,2865,0
6.82,249596,115,1
7.28,6095587,128,1
4.26,681376,1290,0
7.91,7763193,74,1
6.4,829903,89,1
2.62,2330834,4283,0
4.12,3084199,4728,0
7.46,1101617,114,1
4.08,570462,1827,0
6.8,4570522,61,1
7.92,7533936,41,1
4.23,3225192,547,0
6.5,8150536,116,1
3.97,2239352,4974,0
6.54,4686554,154,1
4.21,2933358,4648,0
5.89,513001,171,1
5.61,7978972,141,1
3.85,2872594,3531,0
4.01,4725965,3219,0
3.81,1051388,3031,0
5.62,660365,123,1
6.5,3268157,63,1
6.08,1870012,24,1
5.91,9919839,171,1
7.37,8399215,175,1
4.27,630992,3335,0
7.92,9896904,180,1
5.73,5360061,64,1
7.9,6729368,173,1
3.17,3616562,3515,0
6.33,4930008,117,1
6.1,1352739,29,1
7.46,9436631,134,1
6.97,1635139,112,1
3.77,1880137,4731,0
6.51,9526145,58,1
6.35,8102299,21,1
6.2,7805556,162,1
6.91,2325847,190,1
2.65,2581866,4955,0
7.38,8206949,115,1
2.69,3059343,3792,0
3.47,3948541,2937,0
3.9,3636609,1269,0
3.03,3468360,1797,0
6.29,3905416,199,1
2.88,2249658,3646,0
3.09,1006965,334,0
6.26,1916076,81,1
6.63,1978187,157,1
4.21,3206347,4014,0
7.86,1458554,52,1
7.15,1419017,79,1
7.29,7487406,169,1
7.18,3033753,64,1
6.73,7523905,190,1
5.68,6806471,41,1
3.24,2406857,2611,0
6.66,6072412,118,1
3.35,3249316,500,0
7.23,7445312,69,1
7.38,6800624,156,1
4.14,3004734,2788,0
3.69,755482,159,0
6.02,2291705,110,1
6.64,5631602,147,1
4.11,4543451,1918,0
6.16,4765611,179,1
5.94,7782224,109,1
5.53,4508140,121,1
4.07,4327412,3867,0
4.27,73602,3615,0
4.42,3807505,392,0
6.19,7097034,168,1
6.04,1258813,27,1
2.73,3691805,399,0
2.69,3176975,4547,0
7.37,1503770,45,1
3.56,2204497,4584,0
5.87,1424668,82,1
3.07,885910,2770,0
5.89,2979911,138,1
5.84,1282837,150,1
7.54,1548143,161,1
2.93,2409359,2471,0
6.8,7507341,108,1
5.59,4294551,82,1
2.79,4118079,2553,0
2.67,3062567,2823,0
7.36,670809,132,1
7.3,6653053,134,1
4.4,3602418,4181,0
7.78,302279,71,1
2.56,4178504,217,0
4.33,3019311,4787,0
5.99,8168923,37,1
6.02,2411424,177,1
3.74,1270896,1370,0
2.59,3165486,4888,0
6.24,6403787,24,1
7.61,5127095,49,1
6.37,3181711,139,1
3.81,13658,264,0
3.65,2196781,627,0
6.33,7232174,161,1
3.96,3327369,3849,0
2.88,2386213,2889,0
2.68,4643089,4505,0
7.44,1785457,156,1
3.42,4724828,1379,0
6.79,5651017,196,1
2.86,4864902,1505,0
6.77,4033143,63,1
6.89,2563435,84,1
2.71,1397963,181,0
3.43,4017696,3491,0
3.85,340560,4467,0
5.69,9940972,76,1
6.41,7871312,86,1
5.72,6425879,123,1
2.78,646525,2649,0
6.77,3950219,145,1
2.95,4580393,4866,0
3.79,4216430,4624,0
5.92,1629085,36,1
4.48,4062754,798,0
4.04,3854506,1376,0
7.44,8542215,119,1
6.55,558224,66,1
6.96,9831010,69,1
6.23,7801018,29,1
5.88,5633579,20,1
6.4,1649384,123,1
3.65,2837655,1323,0
7.44,1465556,120,1
6.22,1542725,36,1
3.06,1315451,2592,0
6.04,3903562,131,1
7.11,7427166,88,1
7.04,3595031,185,1
3.55,809547,4150,0
4.44,3284754,718,0
3.67,3911904,1318,0
7.97,169763,114,1
4.42,38452,422,0
6.48,7077923,98,1
7.06,7760803,31,1
5.58,209076,128,1
3.74,3648340,940,0
6.82,7473035,47,1
3.4,2528655,290,0
2.86,1015325,2587,0
6.37,4678385,104,1
2.63,45357,692,0
3.47,4089091,1970,0
6.15,6386098,30,1
7.28,6708024,41,1
6.16,9068350,72,1
4.12,1210495,3900,0
3.84,2005600,1465,0
3.3,2940214,442,0
3.0,1677612,3597,0
4.09,981772,3777,0
6.46,9229274,46,1
2.98,3727813,4195,0
4.15,4219917,3505,0
3.3,3016299,3184,0
6.38,6824451,177,1
7.91,9390922,36,1
5.5,396842,190,1
7.43,142673,164,1
3.16,4362604,4476,0
5.61,4263425,121,1
3.83,1254414,1870,0
6.48,9293103,41,1
3.89,4009611,1696,0
2.97,833141,4325,0
3.33,778755,2348,0
6.52,4268735,70,1
3.88,823192,3556,0
7.08,6334657,145,1
5.62,1750607,76,1
4.08,4476326,3778,0
2.89,4989253,397,0
2.58,554266,3541,0
7.66,6037715,184,1
4.33,3512959,4697,0
3.39,2196574,590,0
2.57,2674526,1448,0
5.83,4222166,96,1
7.68,7466490,114,1
5.92,6004681,75,1
3.98,2760898,4695,0
3.53,2566738,4161,0
3.54,405652,4880,0
5.59,5034746,120,1
5.98,5959936,128,1
6.92,8127863,45,1
3.92,2230104,348,0
4.07,385048,2989,0
2.82,597191,4523,0
7.64,2974268,178,1
7.06,4808187,69,1
7.38,4852212,158,1
6.91,4110846,150,1
2.99,413253,909,0
6.24,9711937,38,1
4.02,4108922,1831,0
4.03,2732650,4711,0
3.11,1752193,2134,0
7.73,8326620,136,1
3.84,965156,3305,0
2.69,1574345,1822,0
3.15,2932410,2670,0
4.38,4646020,1879,0
2.74,256220,2117,0
7.2,1924533,112,1
7.69,2946490,199,1
7.86,3920337,107,1
3.34,1392536,3542,0
5.77,5619638,84,1
3.69,1532314,1180,0
6.08,2930653,96,1
6.67,427249,82,1
3.32,2800331,4333,0
7.38,615419,39,1
2.62,3317271,3214,0
4.45,4954936,3238,0
3.44,1801171,1027,0
5.64,9195330,47,1
3.39,536879,4751,0
3.52,4530369,3105,0
4.03,502564,4891,0
3.03,1236180,3425,0
3.5,3367074,3898,0
6.28,1507760,53,1
7.57,585114,128,1
6.08,6960348,108,1
3.6,1527276,975,0
5.81,4281465,20,1
6.77,5309143,167,1
7.68,6239683,93,1
7.03,616784,120,1
3.63,4801581,4973,0
4.09,2458641,901,0
7.92,2239994,39,1
2.78,622445,4084,0
4.06,4593710,2443,0
5.98,1665871,107,1
2.95,858124,2995,0
3.88,2012214,2317,0
4.14,2124338,3382,0
5.61,3417945,177,1
3.31,1332952,4794,0
6.47,4704810,99,1
7.23,7617099,62,1
7.65,4324442,126,1
3.68,1091818,231,0
3.62,2837211,1037,0
7.91,9708055,151,1
7.74,8460419,49,1
6.08,1831831,112,1
7.57,2436657,36,1
7.12,2227716,191,1
3.09,802896,4976,0
3.11,3154550,677,0
3.69,694790,698,0
3.29,4972309,4594,0
3.1,92842,1951,0
2.61,1024518,2247,0
7.23,6333517,150,1
6.29,3067406,108,1
2.71,3735451,376,0
6.6,5318289,174,1
5.64,3271539,113,1
3.74,381031,3548,0
4.45,2836854,2375,0
7.08,9990780,168,1
4.36,301418,425,0
6.91,4721524,188,1
3.6,326442,4936,0
6.91,6938663,106,1
4.33,2176875,4974,0
3.73,2549167,1485,0
4.01,2363048,3801,0
3.29,3560618,3945,0
7.69,9831549,63,1
3.02,2800235,2551,0
3.47,2040444,1236,0
2.93,3108677,2211,0
4.09,628687,4837,0
7.84,3663645,36,1
4.44,2838759,2165,0
4.23,3657551,2810,0
6.58,7328987,182,1
3.8,2297714,405,0
2.8,431365,4495,0
2.91,1598950,552,0
4.14,2418671,2434,0
8.0,4554121,145,1
2.85,308568,3534,0
4.13,4453520,4520,0
6.53,4743826,188,1
7.65,2526787,51,1
3.06,3397426,1527,0
6.45,1245977,188,1
7.52,8130286,30,1
2.79,2393490,553,0
4.21,4700631,4362,0
4.43,2178448,416,0
4.42,2112396,2905,0
2.53,192292,3694,0
5.65,4581860,172,1
2.72,2236865,4921,0
3.11,4442524,1947,0
4.47,3367060,2526,0
7.27,4865010,53,1
6.85,8830681,135,1
7.85,2629537,159,1
3.47,3286614,1097,0
3.2,90880,477,0
6.43,8515655,155,1
6.47,785195,125,1
3.27,1711582,4029,0
5.73,8674315,199,1
2.66,3603144,1010,0
4.25,1862535,2284,0
5.84,5088259,33,1
2.9,2065907,269,0
3.51,3747665,4748,0
4.48,2723789,721,0
3.35,2415071,2292,0
4.43,2679052,1442,0
3.27,2451194,1176,0
7.7,3366323,149,1
7.68,8326823,132,1
2.62,4032113,3471,0
3.61,4914533,4973,0
7.88,1437339,37,1
4.04,1401019,2983,0
6.2,3937130,118,1
7.65,519697,187,1
7.87,2154774,172,1
4.28,3357334,4681,0
2.55,3541215,1674,0
6.57,2425434,168,1
2.74,2266557,2533,0
6.33,8420356,32,1
6.68,3353321,74,1
7.69,8805617,69,1
3.81,4536432,4196,0
3.04,984547,2974,0
6.09,3120945,198,1
5.94,846262,68,1
7.31,9554469,171,1
7.67,7128399,20,1
4.46,4411555,4812,0
3.04,293093,252,0
4.27,3079325,4175,0
4.08,4828805,4160,0
7.82,1905326,149,1
2.64,830864,882,0
7.17,2208220,113,1
7.67,949908,168,1
7.62,5493054,139,1
5.98,5809969,169,1
7.4,2316970,128,1
7.07,2597205,51,1
5.91,2058390,24,1
7.29,5159745,119,1
6.22,8537979,22,1
3.47,247104,4823,0
3.03,3152847,3789,0
3.08,4314373,184,0
4.49,1846329,1317,0
3.72,1918305,156,0
6.18,516599,197,1
7.92,6509854,63,1
7.72,2185548,61,1
5.56,634212,106,1
7.0,2915870,72,1
6.82,1150906,185,1
2.93,3127694,2253,0
7.91,8752203,105,1
5.97,6778418,28,1
6.27,8958168,62,1
4.16,2940806,4280,0
5.75,4780590,121,1
5.88,5793800,133,1
6.93,4162512,40,1
7.07,3110301,151,1
7.77,3508563,182,1
4.0,119778,4091,0
5.84,3608923,181,1
2.7,3984082,1706,0
7.9,2036306,40,1
2.92,3883434,655,0
6.25,5182089,86,1
3.34,597344,722,0
6.77,8660341,112,1
7.85,2999415,92,1
7.77,8189652,83,1
2.75,3351056,4807,0
2.7,3884673,2007,0
4.44,456058,943,0
6.25,1939195,65,1
6.01,6948461,162,1
3.86,2448928,2225,0
4.16,2194375,2207,0
3.28,3978085,684,0
4.06,1433962,4346,0
3.91,1980259,3204,0
7.86,2333899,35,1
7.03,1892258,119,1
3.04,3415394,2074,0
7.23,7877636,188,1
4.21,1290416,2650,0
6.47,8147703,170,1
5.95,5916587,120,1
3.67,4059546,3671,0
2.92,4476429,3239,0
2.83,665228,368,0
6.9,6900114,43,1
2.54,3055192,103,0
3.23,865608,4237,0
7.8,2487002,172,1
2.76,1403856,1146,0
4.08,3664423,1949,0
6.86,9867596,111,1
7.13,5719829,137,1
3.92,2357209,3717,0
2.51,3199670,3257,0
6.09,8529556,60,1
7.61,1603082,189,1
6.41,9565460,57,1
3.98,154805,3210,0
7.58,7746199,47,1
3.37,2327284,2981,0
6.61,9453908,108,1
2.88,2601825,1256,0
2.87,540357,3978,0
6.95,5593966,105,1
3.48,1989594,1424,0
7.46,9878533,22,1
7.38,8204273,67,1
7.23,2328010,38,1
4.05,3146484,4178,0
7.43,3151147,26,1
3.48,4430899,4205,0
6.4,3139767,180,1
7.4,3329623,56,1
4.02,1000897,777,0
4.35,3394193,2898,0
6.13,2045667,194,1
7.45,6789570,151,1
7.99,5846373,146,1
7.78,1449998,61,1
6.73,1550605,44,1
2.51,1855858,4718,0
3.82,578002,1729,0
3.45,1148761,4510,0
7.24,8645615,95,1
3.23,178976,1011,0
2.89,1517801,1444,0
2.65,177860,927,0
6.5,7573117,26,1
3.3,2351808,407,0
3.02,1869013,1578,0
7.06,7034286,128,1
7.28,1491528,196,1
3.46,3494802,449,0
6.15,2544062,54,1
6.98,4748842,65,1
7.11,5916239,41,1
7.62,7768418,55,1
6.83,3048553,126,1
4.14,1330728,3155,0
4.07,3859213,2557,0
5.94,8270049,89,1
7.55,2729581,125,1
4.34,2548168,851,0
7.64,4062699,109,1
7.36,1294894,137,1
3.78,1866512,2260,0
3.55,4923550,1903,0
7.58,8227801,189,1
3.08,2977678,3390,0
2.93,2318499,4973,0
7.61,2412466,42,1
5.5,1134416,91,1
7.03,2434506,125,1
7.96,4600883,157,1
3.62,3966160,3158,0
3.87,4205035,3350,0
3.04,2786897,2808,0
3.71,2170640,3410,0
3.43,2673660,3252,0
6.42,3347836,134,1
5.95,3822636,121,1
4.08,2202462,4215,0
3.71,2475413,4755,0
2.83,2547989,3608,0
6.84,6832858,139,1
6.84,472362,121,1
7.76,781289,107,1
4.09,2495598,3883,0
4.18,4211661,2743,0
2.84,4586919,625,0
3.57,3314432,4173,0
4.42,906892,3626,0
4.01,847067,3342,0
4.2,3728511,207,0
3.93,3917998,3676,0
5.84,9300733,64,1
2.69,604450,4186,0
6.09,8609670,52,1
6.37,403533,37,1
5.91,9575288,29,1
7.64,8533518,75,1
3.15,1783669,2464,0
7.29,5020019,96,1
7.14,8225432,74,1
7.28,7887157,50,1
4.06,773052,1092,0
3.34,2339251,2281,0
7.46,6985274,197,1
2.85,3534137,2913,0
3.81,1977148,4112,0
3.39,4508916,4668,0
3.48,4190313,918,0
6.92,7905042,71,1
3.56,4484272,4495,0
3.15,2614571,2907,0
6.73,3121515,100,1
2.58,1701819,3921,0
4.34,993601,3156,0
6.93,5384782,179,1
4.09,4451356,516,0
2.89,2386227,1179,0
7.29,8636413,140,1
6.12,364243,143,1
7.53,8951551,71,1
2.83,4696803,2704,0
3.77,2103812,342,0
7.95,2034611,162,1
4.28,2706791,2787,0
3.92,1350354,2681,0
6.59,6701883,86,1
2.57,1663363,3555,0
5.78,6667630,107,1
7.97,7900937,49,1
7.65,5388501,87,1
2.86,1554716,1331,0
7.63,7630031,199,1
3.69,4877679,1079,0
7.24,5267394,101,1
2.51,2704543,1213,0
3.97,1259865,1547,0
6.98,5023346,147,1
3.41,2051786,1240,0
3.45,1044045,2426,0
3.65,2001628,1050,0
7.33,6928691,161,1
6.53,5366726,165,1
3.86,215677,333,0
3.43,1893907,2102,0
5.77,3649659,157,1
4.03,586586,3961,0
3.51,1435662,2309,0
6.23,8249941,50,1
6.16,6555138,56,1
3.76,3736643,2783,0
6.65,9157867,85,1
3.65,2450492,3895,0
2.52,2555649,3830,0
7.48,7397307,86,1
3.3,811103,1917,0
3.95,4877154,480,0
3.62,3975224,1862,0
5.9,428382,125,1
3.5,4628616,3008,0
6.18,2601049,187,1
6.31,5247968,160,1
7.72,5503857,159,1
7.08,8435702,27,1
3.1,1569244,3123,0
3.53,3619154,3374,0
6.12,3209846,150,1
6.15,8973341,25,1
3.8,1060956,1799,0
3.09,3902671,3102,0
7.55,450858,166,1
2.85,1295780,2414,0
5.91,4930667,124,1
7.44,404173,39,1
7.82,1817231,118,1
2.8,871241,1257,0
3.69,1998647,1832,0
6.71,275093,83,1
3.2,2996475,3128,0
4.4,270481,3584,0
3.19,4160783,3592,0
2.65,3351742,581,0
6.58,6785152,168,1
3.67,559068,1298,0
3.9,4550724,2984,0
6.64,7092159,38,1
2.98,4279215,1968,0
6.64,8771808,135,1
3.61,4671034,1419,0
7.48,4922916,37,1
4.48,1817222,1312,0
3.27,3319890,2084,0
2.58,4759792,1919,0
6.11,8860638,99,1
6.74,1645620,90,1
2.72,2905297,2557,0
2.55,1140491,412,0
5.88,5969501,33,1
3.8,3939196,1046,0
5.7,2673744,180,1
5.78,388912,150,1
4.08,4919507,3759,0
6.67,7846433,120,1
2.76,4553114,4850,0
3.87,1494428,646,0
6.47,3379061,141,1
3.75,974859,4453,0
3.78,1573352,360,0
3.79,3642029,1961,0
3.81,2268909,3547,0
2.95,3355559,1711,0
7.73,5203413,164,1
4.29,686821,3637,0
3.0,3781673,4362,0
3.46,144016,4065,0
7.93,9973168,156,1
5.7,2236508,80,1
6.84,4784430,64,1
7.2,6130865,135,1
2.95,644267,3997,0
7.83,5011211,22,1
7.35,5027607,186,1
2.53,3879559,3641,0
7.84,8049054,169,1
5.8,8695422,181,1
4.0,2021182,1380,0
2.57,4640868,1302,0
3.16,4126946,445,0
3.16,2291887,1727,0
2.87,109130,2904,0
3.33,3656330,3471,0
7.88,6560114,82,1
6.82,7825298,102,1
7.96,1390523,26,1
3.76,4210139,1968,0
6.05,3592848,172,1
4.19,4596404,4796,0
5.54,2095360,123,1
4.29,3392644,2724,0
6.42,3552098,183,1
3.77,4243514,3224,0
4.44,1116365,1360,0
6.49,1082911,114,1
7.31,480143,141,1
7.03,9913376,44,1
6.47,2515783,145,1
3.87,2408782,1024,0
3.84,3666231,2403,0
7.15,3877944,98,1
2.52,1036523,361,0
4.2,366941,3167,0
3.36,2198986,400,0
5.55,6337533,194,1
6.41,7362957,70,1
7.45,5497055,138,1
6.95,1092735,112,1
7.91,1036732,37,1
7.41,7121125,152,1
6.85,448594,134,1
7.09,9182610,102,1
6.38,2052289,150,1
3.44,4030196,994,0
2.52,4310155,4224,0
6.79,9522470,122,1
2.75,1066907,2080,0
3.29,1901566,2726,0
6.55,6818504,127,1
5.59,6716030,159,1
6.35,4982712,123,1
6.55,8767027,25,1
4.48,3330906,3890,0
3.23,4666849,343,0
5.64,1871479,35,1
2.68,2954654,2455,0
2.98,4652849,3301,0
5.52,506695,130,1
2.81,4369582,3626,0
3.26,4551873,3842,0
3.46,405001,1782,0
6.04,1852122,88,1
6.16,9759795,149,1
7.15,7403523,67,1
5.57,7474354,68,1
6.02,3173212,56,1
3.4,3015749,2348,0
6.79,6623242,165,1
3.98,1450665,1100,0
3.38,337750,4589,0
7.28,4064717,174,1
3.81,2850070,1483,0
7.18,7859815,162,1
5.5,3936003,26,1
6.41,5848601,29,1
3.52,4673415,1106,0
4.28,4504094,364,0
7.46,4795717,100,1
6.18,2061275,44,1
4.01,1681630,3178,0
4.4,1147154,390,0
3.69,380598,1274,0
7.09,5316943,113,1
6.96,4604390,196,1
7.54,641760,31,1
4.22,782717,281,0
7.15,208636,25,1
4.27,1880275,4128,0
6.31,5583600,153,1
3.93,1095486,3615,0
2.66,1831887,4623,0
3.37,2330661,2842,0
3.77,4901994,266,0
7.96,5736909,105,1
6.63,7809856,197,1
6.58,480295,22,1
3.1,1336519,652,0
7.74,9908747,128,1
6.41,2231452,165,1
3.85,1349502,1452,0
7.05,4262993,136,1
7.16,494894,46,1
7.85,5537713,198,1
7.7,523964,124,1
7.58,2390624,148,1
3.74,2799369,2044,0
3.06,791621,3892,0
3.5,2796696,3535,0
6.52,7411150,30,1
6.29,8520845,176,1
4.26,3015202,2597,0
4.06,858788,1375,0
2.78,1524655,4402,0
3.42,1968302,2379,0
7.69,6082864,65,1
4.05,3140168,814,0
4.48,4707257,4309,0
5.96,7045644,52,1
7.97,2497778,24,1
7.17,199578,68,1
4.46,1041121,3160,0
7.39,4390170,77,1
4.47,45964,3885,0
2.8,93357,2832,0
4.1,1059086,2219,0
4.01,3750770,1420,0
6.41,2851728,30,1
6.83,3274045,149,1
3.48,4390136,4638,0
4.45,1387546,1900,0
3.73,2996024,2584,0
5.9,6481158,70,1
5.9,5407775,36,1
4.32,1267896,1986,0
7.23,4933669,166,1
7.28,2735221,190,1
4.31,4033838,3233,0
6.77,2363150,95,1
5.52,2056129,185,1
2.65,1961361,2764,0
5.69,9484520,130,1
3.83,3374038,2464,0
4.04,3200549,3991,0
3.84,2391562,2949,0
2.58,560740,3826,0
4.21,2711527,2346,0
3.57,3438564,774,0
4.39,2552487,814,0
7.92,2913809,84,1
4.14,4901283,173,0
6.51,5183507,173,1
5.62,4065517,187,1
7.71,4733764,164,1
7.58,8909719,180,1
3.31,444936,633,0
7.28,2414757,25,1
7.14,1196881,124,1
2.87,3763774,3129,0
5.7,343671,167,1
3.31,3088915,4676,0
6.66,6985235,50,1
2.86,1883023,4188,0
3.93,2467109,2536,0
6.22,5613334,162,1
3.45,3326886,3271,0
2.74,4953121,2881,0
4.41,1742267,918,0
7.72,977584,37,1
3.42,4001866,2740,0
7.62,241152,24,1
4.02,435860,4296,0
5.58,4945150,150,1
7.26,5089497,48,1
7.7,3280166,145,1
5.8,7133422,141,1
6.69,6167956,118,1
3.56,1333652,3418,0
3.16,4691228,1166,0
2.86,752890,2320,0
3.46,3515277,3504,0
6.0,191841,52,1
3.13,894669,3496,0
6.53,239667,163,1
3.76,3238380,2328,0
4.1,500366,1869,0
4.16,3421558,1531,0
6.76,1676729,39,1
6.21,2101497,151,1
3.6,4913002,3764,0
6.08,5919564,43,1
7.43,9942204,97,1
3.89,236435,3386,0
6.53,8801570,199,1
2.99,4055286,4370,0
4.25,1619338,3567,0
2.52,103888,1425,0
5.82,6945525,103,1
6.58,5152883,24,1
6.21,500312,52,1
7.82,4493401,80,1
7.64,6114255,64,1
3.02,189433,1619,0
